date,region_id,region_name,ntl_sum,area_km2,light_density,density_3m_smooth,lag_1,lag_3,lag_12,lag_1_safe,lag_12_safe,mom_pct,yoy_pct,mom_3m_avg,yoy_3m_avg,vol_12m,months_seen,mom_pct_z,yoy_pct_z,mom_3m_avg_z,trend_score
2022-12-01,ATL,Atlanta,848960.1897976995,10179.988816456857,83.39500220523622,77.48282774046295,73.47488887559813,72.66763496744333,,73.47488887559813,,0.05454841682919387,,0.02188790917435259,,0.028012382497767812,12,0.9068364221280929,,0.4779078672436918,0.3676325000871662
2023-01-01,ATL,Atlanta,808271.6797255278,10179.988816456857,79.39809112745634,79.29056727595145,77.48282774046295,72.6274057073406,75.03773767559723,77.48282774046295,75.03773767559723,0.023330841016072773,0.05667587712652039,0.029849391611110776,0.05667587712652039,0.027329222298956145,13,0.3650451438519687,0.24569226094311242,0.6548115756695023,0.36332198876104727
2023-02-01,ATL,Atlanta,810037.7262095809,10179.988816456857,79.57157329093359,80.78822220787539,79.29056727595145,73.47488887559813,78.21732738170525,79.29056727595145,78.21732738170525,0.01888818535894345,0.032868609964439535,0.03225581440140337,0.04477224354547996,0.025159992639785148,14,0.2879413962123116,-0.027025089786684074,0.7082821597001429,0.21452630591038002
2023-03-01,ATL,Atlanta,843728.744117856,10179.988816456857,82.88110717311336,80.61692386383443,80.78822220787539,77.48282774046295,79.5025105858748,80.78822220787539,79.5025105858748,-0.002120338080966764,0.014017334418085977,0.013366229431349819,0.034520607169681965,0.02482655621501582,15,-0.07666842606667512,-0.24297049376263494,0.28855660502221286,-0.08677445369687745
2023-04-01,ATL,Atlanta,805520.5327244997,10179.988816456857,79.12784063399994,80.52684036601563,80.61692386383443,79.29056727595145,80.49493888079614,80.61692386383443,80.49493888079614,-0.001117426633282993,0.00039631665869993413,0.0052168068815645645,0.015760753680408482,0.02458591447261816,16,-0.05926256859423279,-0.39900217317772785,0.10747687746672972,-0.1957844816737878
2023-05-01,ATL,Atlanta,794292.4052119255,10179.988816456857,78.02487994170302,80.01127591627211,80.52684036601563,80.78822220787539,78.3530984178614,80.52684036601563,78.3530984178614,-0.006402392635798774,0.021162883560361025,-0.0032133857833495107,0.01185884487904898,0.02322943547331711,17,-0.1509848888438848,-0.1611166959989568,-0.07984154683599576,-0.14182212401984298
2023-06-01,ATL,Atlanta,781199.0834239125,10179.988816456857,76.73869760652732,77.96380606074344,80.01127591627211,80.61692386383443,75.38347863181319,80.01127591627211,75.38347863181319,-0.02558976634332456,0.03422934939806959,-0.011036528537468776,0.018596183205710184,0.021516176916905088,18,-0.48398805955750335,-0.011437527768468922,-0.2536713550082199,-0.20164945275312943
2023-07-01,ATL,Atlanta,771932.6998471618,10179.988816456857,75.82844281707501,76.86400678843512,77.96380606074344,80.52684036601563,74.0769912121258,77.96380606074344,74.0769912121258,-0.014106536454254654,0.03762322862612572,-0.015366231811125996,0.03100515386151878,0.02125751663349166,19,-0.2846928344067148,0.02744008659486972,-0.3498771271841384,-0.14166323246140727
2023-08-01,ATL,Atlanta,755992.6176837683,10179.988816456857,74.26261770166576,75.60991937508936,76.86400678843512,80.01127591627211,73.26524564258585,76.86400678843512,73.26524564258585,-0.01631566536464303,0.03200253697287345,-0.018670656054074083,0.03461837166568959,0.02163675236197385,20,-0.3230329919961774,-0.0369461416315061,-0.4233012548429185,-0.20004321938318997
2023-09-01,ATL,Atlanta,768180.9775336981,10179.988816456857,75.4599038745372,75.18365479775933,75.60991937508936,77.96380606074344,72.66763496744333,75.60991937508936,72.66763496744333,-0.0056376806225039945,0.03462366473662214,-0.01201996081380056,0.03474981011187377,0.021532332103564415,21,-0.13771306076612783,-0.006920561005754857,-0.27552316691017126,-0.09987883211475003
2023-10-01,ATL,Atlanta,758493.3062316775,10179.988816456857,74.50826517662827,74.74359558427707,75.18365479775933,76.86400678843512,72.6274057073406,75.18365479775933,72.6274057073406,-0.005853123457033274,0.029137621760356867,-0.0092688231480601,0.03192127448995082,0.021666873704119318,22,-0.14145214189830177,-0.0697643597622898,-0.21439303702225204,-0.12019642985508583
2023-11-01,ATL,Atlanta,833168.5091633201,10179.988816456857,81.84375485918308,77.27064130344952,74.74359558427707,75.60991937508936,73.47488887559813,74.74359558427707,73.47488887559813,0.03380952842070704,0.051660539892453124,0.007439574780389923,0.03847394212981071,0.023383330623379224,23,0.5469062043519484,0.18824049740471469,0.15686665975860214,0.2895654419596623
2023-12-01,ATL,Atlanta,860580.4145337939,10179.988816456857,84.53647936651849,80.29616646744329,77.27064130344952,75.18365479775933,77.48282774046295,77.27064130344952,77.48282774046295,0.03915491204624824,0.03630919016538624,0.022370439003307336,0.03903578393939874,0.020647478130664847,24,0.6396770922868462,0.012387494235982203,0.4886296539016706,0.29582280558437907
